Step,Edge ID,Avg Speed (m/s)
76,:204_1,13.89
76,:204_10,3.65
76,:204_11,3.65
76,:204_12,9.29
76,:204_13,3.65
76,:204_3,3.65
76,:204_4,13.89
76,:204_6,9.29
76,:204_7,3.65
76,:204_8,6.53
76,:204_9,10.53
76,:222_0,13.89
76,:222_10,3.65
76,:222_11,10.91
76,:222_12,3.65
76,:222_13,3.65
76,:222_2,10.91
76,:222_3,3.65
76,:222_4,8.63
76,:222_5,8.9
76,:222_6,3.65
76,:222_7,5.96
76,:222_8,13.89
76,:22_0,8.72
76,:22_1,8.92
76,:22_10,3.65
76,:22_11,3.65
76,:22_12,10.99
76,:22_13,3.65
76,:22_2,3.65
76,:22_3,6.0
76,:22_4,13.89
76,:22_6,3.65
76,:22_7,13.89
76,:22_9,10.99
76,:24_0,8.684999999999999
76,:24_2,3.65
76,:24_3,5.1899999999999995
76,:24_5,3.65
76,:24_6,3.65
76,:24_7,3.65
76,:29_0,11.82
76,:29_2,3.65
76,:29_3,11.205
76,:29_5,3.65
76,:29_6,3.65
76,:29_7,3.65
76,:2_0,13.89
76,:2_2,3.65
76,:2_3,13.89
76,:2_5,3.65
76,:2_6,3.65
76,:2_7,3.65
76,:340_0,13.89
76,:340_10,3.65
76,:340_11,7.265131118215568
76,:340_12,3.65
76,:340_13,3.65
76,:340_2,8.81
76,:340_3,3.65
76,:340_4,4.584864853017702
76,:340_5,9.06
76,:340_6,3.65
76,:340_7,6.14
76,:340_8,13.47
76,:344_0,8.55
76,:344_1,13.89
76,:344_10,6.49
76,:344_11,13.89
76,:344_13,9.06
76,:344_14,3.65
76,:344_15,6.23
76,:344_16,13.89
76,:344_18,10.84
76,:344_19,3.65
76,:344_20,9.15
76,:344_21,3.65
76,:344_22,9.24
76,:344_23,3.65
76,:344_24,9.06
76,:344_25,3.65
76,:344_26,10.84
76,:344_27,3.65
76,:344_3,9.15
76,:344_4,3.65
76,:344_5,6.35
76,:344_6,13.89
76,:344_8,9.24
76,:344_9,3.65
76,:346_0,13.89
76,:346_10,3.65
76,:346_11,8.99
76,:346_12,3.65
76,:346_13,3.65
76,:346_2,8.99
76,:346_3,3.65
76,:346_4,6.12
76,:346_5,11.07
76,:346_6,3.65
76,:346_7,8.79
76,:346_8,13.89
76,:350_0,13.89
76,:350_10,3.65
76,:350_11,9.72
76,:350_12,3.65
76,:350_13,3.65
76,:350_2,9.72
76,:350_3,3.65
76,:350_4,7.18
76,:350_5,8.81
76,:350_6,3.65
76,:350_7,5.63
76,:350_8,13.89
76,:35_0,5.66
76,:35_1,13.89
76,:35_10,3.65
76,:35_11,3.65
76,:35_12,9.61
76,:35_13,3.65
76,:35_14,3.65
76,:35_3,3.65
76,:35_4,13.89
76,:35_6,9.61
76,:35_7,3.65
76,:35_8,5.543311967886984
76,:35_9,8.8
76,:360_0,13.89
76,:360_10,3.65
76,:360_11,9.52
76,:360_12,3.65
76,:360_13,3.65
76,:360_2,9.52
76,:360_3,3.65
76,:360_4,6.88
76,:360_5,8.82
76,:360_6,3.65
76,:360_7,5.58
76,:360_8,13.89
76,:368_0,3.65
76,:39_0,8.375
76,:39_2,5.145
76,:434_0,13.33
76,:434_1,13.89
76,:434_11,3.65
76,:434_12,3.65
76,:434_13,8.94
76,:434_14,3.65
76,:434_3,3.65
76,:434_4,13.89
76,:434_6,8.94
76,:434_7,3.65
76,:434_8,6.03
76,:434_9,13.89
76,:550_0,8.096376844506768
76,:550_2,4.985
76,:554_0,3.65
76,:556_0,3.65
76,:558_0,13.89
76,:558_1,13.89
76,:558_11,3.65
76,:558_12,3.65
76,:558_13,8.81
76,:558_14,3.65
76,:558_3,0.0054542926091267
76,:558_4,13.888789157436658
76,:558_6,8.81
76,:558_7,3.65
76,:558_8,5.72
76,:558_9,13.89
76,:55_0,13.89
76,:55_1,13.89
76,:55_11,3.65
76,:55_12,3.65
76,:55_13,8.35
76,:55_14,3.65
76,:55_15,3.65
76,:55_3,3.65
76,:55_4,13.89
76,:55_6,8.35
76,:55_7,3.65
76,:55_8,5.55
76,:55_9,13.89
76,:573_0,3.65
76,:577_0,3.65
76,:58_0,10.46
76,:58_1,8.83
76,:58_10,3.2338999999999998
76,:58_11,3.65
76,:58_12,12.5
76,:58_13,3.65
76,:58_2,3.65
76,:58_3,2.371794625886446
76,:58_4,13.89
76,:58_6,3.65
76,:58_7,13.89
76,:58_9,12.5
76,:591_0,3.65
76,:60_0,5.78
76,:60_1,13.89
76,:60_10,5.6
76,:60_11,13.89
76,:60_13,10.55
76,:60_14,3.65
76,:60_15,8.24
76,:60_16,13.89
76,:60_18,8.83
76,:60_19,3.65
76,:60_20,3.65
76,:60_21,8.81
76,:60_22,3.65
76,:60_23,10.55
76,:60_24,3.65
76,:60_25,8.83
76,:60_26,3.65
76,:60_3,13.89
76,:60_4,3.65
76,:60_5,11.03061295415311
76,:60_7,13.89
76,:60_8,8.81
76,:60_9,3.65
76,:66_0,9.68
76,:66_1,13.89
76,:66_10,5.53
76,:66_11,13.89
76,:66_13,8.71
76,:66_14,3.65
76,:66_15,5.98
76,:66_16,12.04
76,:66_18,11.76
76,:66_19,3.65
76,:66_20,13.89
76,:66_21,3.65
76,:66_22,8.3
76,:66_23,3.65
76,:66_24,8.71
76,:66_25,3.65
76,:66_26,11.76
76,:66_27,3.65
76,:66_3,13.89
76,:66_4,3.65
76,:66_5,13.89
76,:66_7,13.38
76,:66_8,8.3
76,:66_9,3.65
76,:6_0,10.46
76,:6_1,8.93
76,:6_10,3.65
76,:6_11,3.65
76,:6_12,3.65
76,:6_13,12.54
76,:6_14,3.65
76,:6_2,3.65
76,:6_3,6.02
76,:6_4,13.89
76,:6_6,3.65
76,:6_7,13.89
76,:6_9,12.54
76,:703_0,3.65
76,:713_0,3.65
76,:715_0,3.65
76,:719_0,3.65
76,:725_0,3.65
76,:727_0,3.65
76,:735_0,3.65
76,:739_0,3.65
76,:759_0,3.65
76,:80_0,8.870000000000001
76,:80_2,3.65
76,:80_3,5.285
76,:80_5,3.65
76,:80_6,3.65
76,:80_7,3.65
76,:867_0,3.65
76,:883_0,3.65
76,:8_0,9.79
76,:8_1,13.89
76,:8_10,3.65
76,:8_11,3.65
76,:8_12,8.94
76,:8_13,3.65
76,:8_3,3.65
76,:8_4,13.89
76,:8_6,8.94
76,:8_7,3.65
76,:8_8,6.03
76,:8_9,11.94
76,:988_0,3.65
77,-11,11.332786929079495
77,-15,13.89
77,-197,14.784443126534555
77,-205,6.945
77,-223,12.913731784623774
77,-23,8.423812780765964
77,-25,10.960319548108766
77,-26,13.09744521104809
77,-3,0.07163585653279679
77,-30,12.645899430606933
77,-341,13.641870234835483
77,-342,13.431969186121133
77,-343,6.945
77,-345,12.68874364690434
77,-347,6.950027204613904
77,-351,13.89
77,-36,13.89
77,-361,10.812227925606534
77,-369,13.89
77,-40,13.513103859790778
77,-435,4.743678993663049
77,-543,13.89
77,-551,9.569466000909307
77,-555,12.783815910869745
77,-557,13.89
77,-559,13.926577091625699
77,-56,11.119061821302445
77,-560,13.89
77,-57,14.520323055696103
77,-574,13.89
77,-578,13.89
77,-59,7.312427600401029
77,-592,8.869696428216654
77,-61,7.765750802719588
77,-67,13.11732766132762
77,-7,7.814602218280532
77,-704,7.21362765504882
77,-714,13.89
77,-716,9.34236627353399
77,-720,13.89
77,-722,9.932147065604251
77,-726,9.613555326282166
77,-728,13.598601556505653
77,-736,13.89
77,-740,14.477197052596209
77,-760,13.89
77,-81,8.582380922160683
77,-868,13.89
77,-884,13.89
77,-885,11.479877275405824
77,-9,12.890539847287513
77,-989,13.649313518487599
77,11,14.093063885501632
77,15,9.169216516068454
77,197,11.110058902858109
77,205,10.866273161994215
77,223,14.712590822703447
77,23,13.849321192774653
77,25,13.89
77,26,13.89
77,3,10.01497811501922
77,30,14.622186149023403
77,341,13.89
77,342,8.985638298436534
77,343,13.864430089510584
77,345,14.625197929849946
77,347,11.886482026700758
77,351,13.89
77,36,4.930680341155425
77,361,13.887566202990111
77,369,13.89
77,40,8.664755723198562
77,435,11.201624230125454
77,543,13.89
77,551,13.89
77,555,13.89
77,557,13.89
77,559,13.89
77,56,13.869026257069127
77,560,13.545124182349959
77,57,7.4036578821051275
77,574,13.272379408905586
77,578,13.89
77,59,13.89
77,592,13.89
77,61,13.269121959278358
77,67,0.0
77,7,13.89
77,704,13.89
77,714,13.89
77,716,13.89
77,720,13.89
77,722,13.89
77,726,13.89
77,728,13.89
77,736,13.89
77,740,13.89
77,760,13.89
77,81,12.765503925664104
77,868,13.89
77,884,13.89
77,885,13.89
77,9,12.14961305038047
77,989,13.89
77,:10_0,11.22
77,:10_1,13.89
77,:10_10,6.42
77,:10_11,13.89
77,:10_13,8.9
77,:10_14,3.65
77,:10_15,5.96
77,:10_16,13.89
77,:10_18,13.17
77,:10_19,3.65
77,:10_20,9.24
77,:10_21,3.65
77,:10_22,8.9
77,:10_23,3.65
77,:10_3,6.0792966095253504
77,:10_4,3.65
77,:10_5,6.48
77,:10_6,13.89
77,:10_8,9.19
77,:10_9,3.65
77,:14_0,13.89
77,:14_10,3.65
77,:14_11,8.99
77,:14_12,3.65
77,:14_13,3.65
77,:14_14,3.65
77,:14_2,8.99
77,:14_3,3.65
77,:14_4,6.12
77,:14_5,12.65
77,:14_6,3.65
77,:14_7,4.83469755651895
77,:14_8,13.89
77,:18_0,10.54
77,:18_1,13.89
77,:18_10,13.89
77,:18_12,6.990553676515647
77,:18_13,3.65
77,:18_14,5.63
77,:18_15,13.89
77,:18_17,12.53
77,:18_18,3.65
77,:18_19,11.44
77,:18_20,3.65
77,:18_21,6.61125410331896
77,:18_22,3.65
77,:18_3,11.44
77,:18_4,3.65
77,:18_5,9.24
77,:18_6,13.89
77,:18_7,9.29
77,:18_8,3.65
77,:18_9,6.54
77,:196_0,13.89
77,:196_1,13.89
77,:196_10,9.33
77,:196_11,13.89
77,:196_13,8.88
77,:196_14,3.65
77,:196_15,5.92
77,:196_16,13.89
77,:196_18,13.89
77,:196_19,3.65
77,:196_20,8.3
77,:196_21,3.65
77,:196_22,11.42
77,:196_23,3.65
77,:196_24,8.88
77,:196_25,3.65
77,:196_26,13.89
77,:196_27,3.65
77,:196_3,8.3
77,:196_4,3.65
77,:196_5,5.53
77,:196_6,13.89
77,:196_8,11.42
77,:196_9,3.65
77,:1_0,5.98
77,:1_1,13.89
77,:1_10,8.14
77,:1_11,13.89
77,:1_13,9.86
77,:1_14,3.65
77,:1_15,7.34
77,:1_16,13.89
77,:1_18,8.91
77,:1_19,3.65
77,:1_20,9.49
77,:1_21,3.65
77,:1_22,10.52
77,:1_23,3.65
77,:1_24,9.86
77,:1_25,3.65
77,:1_26,8.91
77,:1_27,3.65
77,:1_3,9.49
77,:1_4,3.65
77,:1_5,6.84
77,:1_6,13.89
77,:1_8,10.52
77,:1_9,3.65
77,:204_0,8.07
77,:204_1,13.89
77,:204_10,3.65
77,:204_11,3.65
77,:204_12,9.29
77,:204_13,3.65
77,:204_3,3.65
77,:204_4,13.89
77,:204_6,9.29
77,:204_7,3.65
77,:204_8,6.53
77,:204_9,10.53
77,:222_0,13.89
77,:222_10,3.65
77,:222_11,10.91
77,:222_12,3.65
77,:222_13,3.65
77,:222_2,10.91
77,:222_3,3.65
77,:222_4,8.63
77,:222_5,8.9
77,:222_6,3.65
77,:222_7,5.96
77,:222_8,13.89
77,:22_0,8.72
77,:22_1,6.144629798413226
77,:22_10,3.65
77,:22_11,3.65
77,:22_12,10.99
77,:22_13,3.65
77,:22_2,3.65
77,:22_3,6.0
77,:22_4,13.89
77,:22_6,3.65
77,:22_7,13.89
77,:22_9,10.99
77,:24_0,8.684999999999999
77,:24_2,3.65
77,:24_3,5.1899999999999995
77,:24_5,3.65
77,:24_6,3.65
77,:24_7,3.65
77,:29_0,11.82
77,:29_2,3.65
77,:29_3,11.205
77,:29_5,3.65
77,:29_6,3.65
77,:29_7,3.65
77,:2_0,13.89
77,:2_2,3.65
77,:2_3,13.89
77,:2_5,3.65
77,:2_6,3.65
77,:2_7,3.65
77,:340_0,13.89
77,:340_10,3.65
77,:340_11,7.830261324948579
77,:340_12,3.65
77,:340_13,3.65
77,:340_2,8.81
77,:340_3,3.65
77,:340_4,5.090297795224674
77,:340_5,9.06
77,:340_6,3.65
77,:340_7,6.14
77,:340_8,13.47
77,:344_0,8.55
77,:344_1,13.89
77,:344_10,6.49
77,:344_11,13.89
77,:344_13,9.06
77,:344_14,3.65
77,:344_15,6.23
77,:344_16,13.89
77,:344_18,10.84
77,:344_19,3.65
77,:344_20,9.15
77,:344_21,3.65
77,:344_22,9.24
77,:344_23,3.65
77,:344_24,9.06
77,:344_25,3.65
77,:344_26,10.84
77,:344_27,3.65
77,:344_3,9.15
77,:344_4,3.65
77,:344_5,2.166471623815596
77,:344_6,13.89
77,:344_8,9.24
77,:344_9,3.65
77,:346_0,13.89
77,:346_10,3.65
77,:346_11,8.99
77,:346_12,3.65
77,:346_13,3.65
77,:346_2,8.99
77,:346_3,3.65
77,:346_4,6.12
77,:346_5,11.07
77,:346_6,3.65
77,:346_7,8.79
77,:346_8,13.89
77,:350_0,13.89
77,:350_10,3.65
77,:350_11,9.72
77,:350_12,3.65
77,:350_13,3.65
77,:350_2,9.72
77,:350_3,3.65
77,:350_4,7.18
77,:350_5,8.81
77,:350_6,3.65
77,:350_7,5.63
77,:350_8,13.89
77,:35_0,5.66
77,:35_1,13.89
77,:35_10,3.65
77,:35_11,3.65
77,:35_12,9.61
77,:35_13,3.65
77,:35_14,3.65
77,:35_3,3.65
77,:35_4,13.89
77,:35_6,9.61
77,:35_7,3.65
77,:35_8,7.02
77,:35_9,8.8
77,:360_0,13.89
77,:360_10,3.65
77,:360_11,9.52
77,:360_12,3.65
77,:360_13,3.65
77,:360_2,9.52
77,:360_3,3.65
77,:360_4,6.88
77,:360_5,8.82
77,:360_6,3.65
77,:360_7,5.58
77,:360_8,13.89
77,:368_0,3.65
77,:39_0,8.375
77,:39_2,5.145
77,:434_0,13.33
77,:434_1,13.89
77,:434_11,3.65
77,:434_12,3.65
77,:434_13,8.94
77,:434_14,3.65
77,:434_3,3.65
77,:434_4,13.89
77,:434_6,8.94
77,:434_7,3.65
77,:434_8,6.03
77,:434_9,13.89
77,:550_0,7.676436283019894
77,:550_2,4.985
77,:554_0,3.65
77,:556_0,3.65
77,:558_0,13.89
77,:558_1,13.89
77,:558_11,3.65
77,:558_12,3.65
77,:558_13,8.81
77,:558_14,3.65
77,:558_3,0.004008573117616818
77,:558_4,14.113374337200039
77,:558_6,8.81
77,:558_7,3.65
77,:558_8,5.72
77,:558_9,13.89
77,:55_0,13.89
77,:55_1,13.89
77,:55_11,3.65
77,:55_12,3.65
77,:55_13,8.35
77,:55_14,3.65
77,:55_15,3.65
77,:55_3,3.65
77,:55_4,13.89
77,:55_6,8.35
77,:55_7,3.65
77,:55_8,5.55
77,:55_9,13.89
77,:573_0,3.65
77,:577_0,3.65
77,:58_0,10.46
77,:58_1,8.83
77,:58_10,3.65
77,:58_11,3.65
77,:58_12,12.5
77,:58_13,3.1111456484846767
77,:58_2,3.65
77,:58_3,3.873385939917304
77,:58_4,13.89
77,:58_6,3.65
77,:58_7,13.89
77,:58_9,12.5
77,:591_0,3.65
77,:60_0,5.78
77,:60_1,13.89
77,:60_10,5.6
77,:60_11,13.89
77,:60_13,10.55
77,:60_14,3.65
77,:60_15,8.24
77,:60_16,13.89
77,:60_18,8.83
77,:60_19,3.65
77,:60_20,3.65
77,:60_21,8.81
77,:60_22,3.65
77,:60_23,10.55
77,:60_24,3.65
77,:60_25,8.83
77,:60_26,3.65
77,:60_3,13.89
77,:60_4,3.65
77,:60_5,13.89
77,:60_7,13.89
77,:60_8,8.81
77,:60_9,3.65
77,:66_0,9.68
77,:66_1,13.89
77,:66_10,5.53
77,:66_11,13.89
77,:66_13,8.71
77,:66_14,3.65
77,:66_15,5.98
77,:66_16,12.04
77,:66_18,11.76
77,:66_19,3.65
77,:66_20,13.89
77,:66_21,3.65
77,:66_22,8.3
77,:66_23,3.65
77,:66_24,8.71
77,:66_25,3.65
77,:66_26,11.76
77,:66_27,3.65
77,:66_3,13.89
77,:66_4,3.65
77,:66_5,13.89
77,:66_7,13.38
77,:66_8,8.3
77,:66_9,3.65
77,:6_0,10.46
77,:6_1,8.93
77,:6_10,3.65
77,:6_11,3.65
77,:6_12,3.65
77,:6_13,12.54
77,:6_14,3.65
77,:6_2,3.65
77,:6_3,6.02
77,:6_4,13.89
77,:6_6,3.65
77,:6_7,13.89
77,:6_9,12.54
77,:703_0,3.65
77,:713_0,3.65
77,:715_0,3.65
77,:719_0,3.65
77,:725_0,3.65
77,:727_0,3.65
77,:735_0,3.65
77,:739_0,3.65
77,:759_0,3.65
77,:80_0,8.870000000000001
77,:80_2,3.65
77,:80_3,5.285
77,:80_5,3.65
77,:80_6,3.65
77,:80_7,3.65
77,:867_0,3.65
77,:883_0,3.65
77,:8_0,9.79
77,:8_1,13.89
77,:8_10,3.65
77,:8_11,3.65
77,:8_12,8.94
77,:8_13,3.65
77,:8_3,3.65
77,:8_4,13.89
77,:8_6,8.94
77,:8_7,3.65
77,:8_8,6.03
77,:8_9,11.94
77,:988_0,3.65
78,-11,11.646327853379125
78,-15,13.89
78,-197,13.89
78,-205,6.945
78,-223,13.89
78,-23,7.126057181301674
78,-25,11.119510017424627
78,-26,12.743386380654611
78,-3,0.0013234853836829354
78,-30,13.009974193297515
78,-341,10.296685276411734
78,-342,13.882572815293667
78,-343,7.678340112329461
78,-345,11.75736422762597
78,-347,6.920556227568802
78,-351,13.89
78,-36,13.89
78,-361,9.428907943622091
78,-369,13.89
78,-40,11.263103859790778
78,-435,4.7295963083617005
78,-543,13.89
78,-551,10.248231740211924
78,-555,13.38829872340465
78,-557,13.89
78,-559,13.49997406062748
78,-56,7.35738996056676
78,-560,13.89
78,-57,10.837186265841574
78,-574,13.89
78,-578,13.89
78,-59,5.842082987928404
78,-592,13.89
78,-61,6.100435839116618
78,-67,12.061933733206981
78,-7,7.570750268717497
78,-704,8.516180917168002
78,-714,13.89
78,-716,7.77735939245194
78,-720,13.89
78,-722,11.1907829335501
78,-726,13.0730513239075
78,-728,13.695574074326196
78,-736,13.89
78,-740,13.384342080422055
78,-760,13.89
78,-81,9.32181229488795
78,-868,13.89
78,-884,13.89
78,-885,12.228543387016842
78,-9,12.774003353156726
78,-989,13.718053321797617
78,11,14.364309810094582
78,15,9.51369574102932
78,197,12.160441687282155
78,205,12.293598123422747
78,223,14.075443570942394
78,23,13.213276939527294
78,25,13.89
78,26,13.89
78,3,10.188807477329215
78,30,15.081189109659684
78,341,13.89
78,342,9.959324945653789
78,343,13.8994655027814
78,345,9.059258589527946
78,347,12.586228478053014
78,351,6.945
78,36,2.934626381900787
78,361,13.542777656770177
78,369,13.89
78,40,9.32571403138184
78,435,12.021869747822638
78,543,13.89
78,551,13.89
78,555,13.89
78,557,13.89
78,559,13.89
78,56,14.007095015916784
78,560,12.63615782418862
78,57,7.947849070772892
78,574,13.364512015903205
78,578,13.89
78,59,13.89
78,592,13.89
78,61,13.209996803364229
78,67,5.987355645223861e-05
78,7,13.89
78,704,13.89
78,714,11.03301118385603
78,716,13.89
78,720,13.89
78,722,13.89
78,726,13.89
78,728,13.89
78,736,13.89
78,740,13.89
78,760,13.89
78,81,13.162576655761093
78,868,13.89
78,884,13.89
78,885,13.89
78,9,12.009985141081017
78,989,10.512626234637164
78,:10_0,11.22
78,:10_1,13.89
78,:10_10,6.42
78,:10_11,13.89
78,:10_13,8.9
78,:10_14,3.65
78,:10_15,5.96
78,:10_16,13.89
78,:10_18,13.17
78,:10_19,3.65
78,:10_20,7.465217238477212
78,:10_21,3.65
78,:10_22,8.9
78,:10_23,3.65
78,:10_3,9.24
78,:10_4,3.65
78,:10_5,6.48
78,:10_6,13.89
78,:10_8,9.19
78,:10_9,3.65
78,:14_0,13.89
78,:14_10,3.65
78,:14_11,8.99
78,:14_12,3.65
78,:14_13,3.65
78,:14_14,3.65
78,:14_2,8.99
78,:14_3,3.65
78,:14_4,6.12
78,:14_5,12.65
78,:14_6,3.65
78,:14_7,5.040150706393631
78,:14_8,13.89
78,:18_0,10.54
78,:18_1,13.89
78,:18_10,13.89
78,:18_12,8.81
78,:18_13,3.65
78,:18_14,5.63
78,:18_15,13.89
78,:18_17,12.53
78,:18_18,3.65
78,:18_19,11.44
78,:18_20,3.65
78,:18_21,8.180251309430787
78,:18_22,3.65
78,:18_3,11.44
78,:18_4,3.65
78,:18_5,9.24
78,:18_6,13.89
78,:18_7,9.29
78,:18_8,3.65
78,:18_9,6.54
78,:196_0,13.89
78,:196_1,13.89
78,:196_10,9.33
78,:196_11,13.89
78,:196_13,8.88
78,:196_14,3.65
78,:196_15,5.92
78,:196_16,13.89
78,:196_18,13.89
78,:196_19,3.65
78,:196_20,8.3
78,:196_21,3.65
78,:196_22,11.42
78,:196_23,3.65
78,:196_24,8.88
78,:196_25,3.65
78,:196_26,13.89
78,:196_27,3.65
78,:196_3,8.3
78,:196_4,3.65
78,:196_5,5.53
78,:196_6,13.89
78,:196_8,11.42
78,:196_9,3.65
78,:1_0,5.98
78,:1_1,13.89
78,:1_10,8.14
78,:1_11,13.89
78,:1_13,9.86
78,:1_14,3.65
78,:1_15,7.34
78,:1_16,13.89
78,:1_18,8.91
78,:1_19,3.65
78,:1_20,9.49
78,:1_21,3.65
78,:1_22,10.52
78,:1_23,3.65
78,:1_24,9.86
78,:1_25,3.65
78,:1_26,8.91
78,:1_27,3.65
78,:1_3,9.49
78,:1_4,3.65
78,:1_5,6.84
78,:1_6,13.89
78,:1_8,10.52
78,:1_9,3.65
78,:204_0,8.07
78,:204_1,13.89
78,:204_10,3.65
78,:204_11,3.65
78,:204_12,9.29
78,:204_13,3.65
78,:204_3,3.65
78,:204_4,13.89
78,:204_6,9.29
78,:204_7,3.65
78,:204_8,6.53
78,:204_9,10.53
78,:222_0,13.89
78,:222_10,3.65
78,:222_11,10.91
78,:222_12,3.65
78,:222_13,3.65
78,:222_2,10.91
78,:222_3,3.65
78,:222_4,6.283055185139433
78,:222_5,8.9
78,:222_6,3.65
78,:222_7,5.96
78,:222_8,13.89
78,:22_0,8.72
78,:22_1,7.705249335796163
78,:22_10,3.65
78,:22_11,3.65
78,:22_12,10.99
78,:22_13,3.65
78,:22_2,3.65
78,:22_3,6.0
78,:22_4,13.89
78,:22_6,3.65
78,:22_7,13.89
78,:22_9,10.99
78,:24_0,8.684999999999999
78,:24_2,3.65
78,:24_3,5.1899999999999995
78,:24_5,3.65
78,:24_6,3.65
78,:24_7,3.65
78,:29_0,11.82
78,:29_2,3.65
78,:29_3,11.205
78,:29_5,3.65
78,:29_6,3.65
78,:29_7,3.65
78,:2_0,13.89
78,:2_2,3.65
78,:2_3,13.89
78,:2_5,3.65
78,:2_6,3.6128062318722156
78,:2_7,3.65
78,:340_0,13.89
78,:340_10,3.65
78,:340_11,8.81
78,:340_12,3.65
78,:340_13,3.65
78,:340_2,8.81
78,:340_3,3.65
78,:340_4,5.62
78,:340_5,9.06
78,:340_6,3.65
78,:340_7,6.14
78,:340_8,13.47
78,:344_0,8.55
78,:344_1,13.89
78,:344_10,6.49
78,:344_11,13.89
78,:344_13,9.06
78,:344_14,3.65
78,:344_15,6.23
78,:344_16,13.89
78,:344_18,10.84
78,:344_19,3.65
78,:344_20,9.15
78,:344_21,3.65
78,:344_22,9.24
78,:344_23,3.65
78,:344_24,9.06
78,:344_25,3.65
78,:344_26,10.84
78,:344_27,3.65
78,:344_3,9.15
78,:344_4,3.65
78,:344_5,4.05537870679982
78,:344_6,13.89
78,:344_8,9.24
78,:344_9,3.65
78,:346_0,13.89
78,:346_10,3.65
78,:346_11,8.99
78,:346_12,3.65
78,:346_13,3.65
78,:346_2,8.99
78,:346_3,3.65
78,:346_4,4.948724624384582
78,:346_5,11.07
78,:346_6,3.65
78,:346_7,8.79
78,:346_8,13.89
78,:350_0,13.89
78,:350_10,3.65
78,:350_11,9.72
78,:350_12,3.65
78,:350_13,3.65
78,:350_2,9.72
78,:350_3,3.65
78,:350_4,7.18
78,:350_5,8.81
78,:350_6,3.65
78,:350_7,5.63
78,:350_8,13.89
78,:35_0,5.66
78,:35_1,13.89
78,:35_10,3.65
78,:35_11,3.65
78,:35_12,9.61
78,:35_13,3.65
78,:35_14,3.65
78,:35_3,3.65
78,:35_4,13.89
78,:35_6,9.61
78,:35_7,3.65
78,:35_8,7.02
78,:35_9,9.30615302484315
78,:360_0,13.89
78,:360_10,3.65
78,:360_11,9.52
78,:360_12,3.65
78,:360_13,3.65
78,:360_2,9.52
78,:360_3,3.65
78,:360_4,6.88
78,:360_5,8.82
78,:360_6,3.65
78,:360_7,5.58
78,:360_8,13.89
78,:368_0,3.65
78,:39_0,8.375
78,:39_2,5.145
78,:434_0,13.33
78,:434_1,13.89
78,:434_11,3.65
78,:434_12,3.65
78,:434_13,8.94
78,:434_14,3.65
78,:434_3,3.65
78,:434_4,13.89
78,:434_6,8.94
78,:434_7,3.65
78,:434_8,6.03
78,:434_9,13.89
78,:550_0,8.305
78,:550_2,4.985
78,:554_0,3.65
78,:556_0,3.65
78,:558_0,13.89
78,:558_1,13.89
78,:558_11,3.65
78,:558_12,3.65
78,:558_13,8.81
78,:558_14,3.65
78,:558_3,0.00010928311253705783
78,:558_4,13.89
78,:558_6,8.81
78,:558_7,3.65
78,:558_8,5.72
78,:558_9,13.89
78,:55_0,13.89
78,:55_1,13.89
78,:55_11,3.65
78,:55_12,3.65
78,:55_13,8.35
78,:55_14,3.65
78,:55_15,3.65
78,:55_3,3.65
78,:55_4,13.89
78,:55_6,8.35
78,:55_7,3.65
78,:55_8,5.55
78,:55_9,13.89
78,:573_0,3.65
78,:577_0,3.65
78,:58_0,10.46
78,:58_1,8.83
78,:58_10,3.65
78,:58_11,3.65
78,:58_12,12.5
78,:58_13,3.65
78,:58_2,3.65
78,:58_3,5.79
78,:58_4,13.89
78,:58_6,3.65
78,:58_7,13.89
78,:58_9,12.5
78,:591_0,3.65
78,:60_0,5.78
78,:60_1,13.89
78,:60_10,5.6
78,:60_11,13.89
78,:60_13,10.55
78,:60_14,3.65
78,:60_15,8.24
78,:60_16,13.89
78,:60_18,8.83
78,:60_19,3.65
78,:60_20,3.65
78,:60_21,8.81
78,:60_22,3.65
78,:60_23,10.55
78,:60_24,3.65
78,:60_25,8.83
78,:60_26,3.65
78,:60_3,13.89
78,:60_4,3.65
78,:60_5,13.89
78,:60_7,13.89
78,:60_8,8.81
78,:60_9,3.65
78,:66_0,9.68
78,:66_1,13.89
78,:66_10,5.53
78,:66_11,13.89
78,:66_13,8.71
78,:66_14,3.65
78,:66_15,5.98
78,:66_16,12.04
78,:66_18,11.76
78,:66_19,3.65
78,:66_20,13.89
78,:66_21,3.65
78,:66_22,8.3
78,:66_23,3.65
78,:66_24,8.71
78,:66_25,3.65
78,:66_26,11.76
78,:66_27,3.65
78,:66_3,13.89
78,:66_4,3.65
78,:66_5,13.89
78,:66_7,13.38
78,:66_8,8.3
78,:66_9,3.65
78,:6_0,10.46
78,:6_1,8.93
78,:6_10,3.65
78,:6_11,3.65
78,:6_12,3.65
78,:6_13,12.54
78,:6_14,3.65
78,:6_2,3.65
78,:6_3,6.02
78,:6_4,13.89
78,:6_6,3.65
78,:6_7,13.89
78,:6_9,12.54
78,:703_0,3.65
78,:713_0,3.65
78,:715_0,3.65
78,:719_0,3.65
78,:725_0,3.65
78,:727_0,3.65
78,:735_0,3.65
78,:739_0,3.65
78,:759_0,3.65
78,:80_0,8.870000000000001
78,:80_2,3.65
78,:80_3,5.285
78,:80_5,3.65
78,:80_6,3.65
78,:80_7,3.65
