Step,Edge ID,Avg Speed (m/s)
1,-11,13.89
1,-15,13.89
1,-197,13.89
1,-205,13.89
1,-223,13.89
1,-23,13.89
1,-25,13.89
1,-26,13.89
1,-3,13.89
1,-30,13.89
1,-341,13.89
1,-342,13.89
1,-343,13.89
1,-345,13.89
1,-347,13.89
1,-351,13.89
1,-36,13.89
1,-361,13.89
1,-369,13.89
1,-40,13.89
1,-435,13.89
1,-543,13.89
1,-551,13.89
1,-555,13.89
1,-557,13.89
1,-559,13.89
1,-56,13.89
1,-560,13.89
1,-57,13.89
1,-574,13.89
1,-578,13.89
1,-59,13.89
1,-592,13.89
1,-61,13.89
1,-67,13.89
1,-7,13.89
1,-704,13.89
1,-714,13.89
1,-716,13.89
1,-720,13.89
1,-722,13.89
1,-726,13.89
1,-728,13.89
1,-736,13.89
1,-740,13.89
1,-760,13.89
1,-81,13.89
1,-868,13.89
1,-884,13.89
1,-885,13.89
1,-9,13.89
1,-989,13.89
1,11,13.89
1,15,13.89
1,197,6.945
1,205,13.89
1,223,13.89
1,23,13.89
1,25,13.89
1,26,13.89
1,3,13.89
1,30,13.89
1,341,13.89
1,342,13.89
1,343,13.89
1,345,13.89
1,347,13.89
1,351,13.89
1,36,13.89
1,361,13.89
1,369,13.89
1,40,13.89
1,435,13.89
1,543,13.89
1,551,13.89
1,555,13.89
1,557,13.89
1,559,13.89
1,56,13.89
1,560,13.89
1,57,13.89
1,574,13.89
1,578,13.89
1,59,13.89
1,592,13.89
1,61,13.89
1,67,13.89
1,7,13.89
1,704,13.89
1,714,13.89
1,716,13.89
1,720,13.89
1,722,13.89
1,726,13.89
1,728,13.89
1,736,13.89
1,740,13.89
1,760,13.89
1,81,13.89
1,868,13.89
1,884,13.89
1,885,13.89
1,9,13.89
1,989,13.89
1,:10_0,11.22
1,:10_1,13.89
1,:10_10,6.42
1,:10_11,13.89
1,:10_13,8.9
1,:10_14,3.65
1,:10_15,5.96
1,:10_16,13.89
1,:10_18,13.17
1,:10_19,3.65
1,:10_20,9.24
1,:10_21,3.65
1,:10_22,8.9
1,:10_23,3.65
1,:10_3,9.24
1,:10_4,3.65
1,:10_5,6.48
1,:10_6,13.89
1,:10_8,9.19
1,:10_9,3.65
1,:14_0,13.89
1,:14_10,3.65
1,:14_11,8.99
1,:14_12,3.65
1,:14_13,3.65
1,:14_14,3.65
1,:14_2,8.99
1,:14_3,3.65
1,:14_4,6.12
1,:14_5,12.65
1,:14_6,3.65
1,:14_7,10.56
1,:14_8,13.89
1,:18_0,10.54
1,:18_1,13.89
1,:18_10,13.89
1,:18_12,8.81
1,:18_13,3.65
1,:18_14,5.63
1,:18_15,13.89
1,:18_17,12.53
1,:18_18,3.65
1,:18_19,11.44
1,:18_20,3.65
1,:18_21,8.81
1,:18_22,3.65
1,:18_3,11.44
1,:18_4,3.65
1,:18_5,9.24
1,:18_6,13.89
1,:18_7,9.29
1,:18_8,3.65
1,:18_9,6.54
1,:196_0,13.89
1,:196_1,13.89
1,:196_10,9.33
1,:196_11,13.89
1,:196_13,8.88
1,:196_14,3.65
1,:196_15,5.92
1,:196_16,13.89
1,:196_18,13.89
1,:196_19,3.65
1,:196_20,8.3
1,:196_21,3.65
1,:196_22,11.42
1,:196_23,3.65
1,:196_24,8.88
1,:196_25,3.65
1,:196_26,13.89
1,:196_27,3.65
1,:196_3,8.3
1,:196_4,3.65
1,:196_5,5.53
1,:196_6,13.89
1,:196_8,11.42
1,:196_9,3.65
1,:1_0,5.98
1,:1_1,13.89
1,:1_10,8.14
1,:1_11,13.89
1,:1_13,9.86
1,:1_14,3.65
1,:1_15,7.34
1,:1_16,13.89
1,:1_18,8.91
1,:1_19,3.65
1,:1_20,9.49
1,:1_21,3.65
1,:1_22,10.52
1,:1_23,3.65
1,:1_24,9.86
1,:1_25,3.65
1,:1_26,8.91
1,:1_27,3.65
1,:1_3,9.49
1,:1_4,3.65
1,:1_5,6.84
1,:1_6,13.89
1,:1_8,10.52
1,:1_9,3.65
1,:204_0,8.07
1,:204_1,13.89
1,:204_10,3.65
1,:204_11,3.65
1,:204_12,9.29
1,:204_13,3.65
1,:204_3,3.65
1,:204_4,13.89
1,:204_6,9.29
1,:204_7,3.65
1,:204_8,6.53
1,:204_9,10.53
1,:222_0,13.89
1,:222_10,3.65
1,:222_11,10.91
1,:222_12,3.65
1,:222_13,3.65
1,:222_2,10.91
1,:222_3,3.65
1,:222_4,8.63
1,:222_5,8.9
1,:222_6,3.65
1,:222_7,5.96
1,:222_8,13.89
1,:22_0,8.72
1,:22_1,8.92
1,:22_10,3.65
1,:22_11,3.65
1,:22_12,10.99
1,:22_13,3.65
1,:22_2,3.65
1,:22_3,6.0
1,:22_4,13.89
1,:22_6,3.65
1,:22_7,13.89
1,:22_9,10.99
1,:24_0,8.684999999999999
1,:24_2,3.65
1,:24_3,5.1899999999999995
1,:24_5,3.65
1,:24_6,3.65
1,:24_7,3.65
1,:29_0,11.82
1,:29_2,3.65
1,:29_3,11.205
1,:29_5,3.65
1,:29_6,3.65
1,:29_7,3.65
1,:2_0,13.89
1,:2_2,3.65
1,:2_3,13.89
1,:2_5,3.65
1,:2_6,3.65
1,:2_7,3.65
1,:340_0,13.89
1,:340_10,3.65
1,:340_11,8.81
1,:340_12,3.65
1,:340_13,3.65
1,:340_2,8.81
1,:340_3,3.65
1,:340_4,5.62
1,:340_5,9.06
1,:340_6,3.65
1,:340_7,6.14
1,:340_8,13.47
1,:344_0,8.55
1,:344_1,13.89
1,:344_10,6.49
1,:344_11,13.89
1,:344_13,9.06
1,:344_14,3.65
1,:344_15,6.23
1,:344_16,13.89
1,:344_18,10.84
1,:344_19,3.65
1,:344_20,9.15
1,:344_21,3.65
1,:344_22,9.24
1,:344_23,3.65
1,:344_24,9.06
1,:344_25,3.65
1,:344_26,10.84
1,:344_27,3.65
1,:344_3,9.15
1,:344_4,3.65
1,:344_5,6.35
1,:344_6,13.89
1,:344_8,9.24
1,:344_9,3.65
1,:346_0,13.89
1,:346_10,3.65
1,:346_11,8.99
1,:346_12,3.65
1,:346_13,3.65
1,:346_2,8.99
1,:346_3,3.65
1,:346_4,6.12
1,:346_5,11.07
1,:346_6,3.65
1,:346_7,8.79
1,:346_8,13.89
1,:350_0,13.89
1,:350_10,3.65
1,:350_11,9.72
1,:350_12,3.65
1,:350_13,3.65
1,:350_2,9.72
1,:350_3,3.65
1,:350_4,7.18
1,:350_5,8.81
1,:350_6,3.65
1,:350_7,5.63
1,:350_8,13.89
1,:35_0,5.66
1,:35_1,13.89
1,:35_10,3.65
1,:35_11,3.65
1,:35_12,9.61
1,:35_13,3.65
1,:35_14,3.65
1,:35_3,3.65
1,:35_4,13.89
1,:35_6,9.61
1,:35_7,3.65
1,:35_8,7.02
1,:35_9,8.8
1,:360_0,13.89
1,:360_10,3.65
1,:360_11,9.52
1,:360_12,3.65
1,:360_13,3.65
1,:360_2,9.52
1,:360_3,3.65
1,:360_4,6.88
1,:360_5,8.82
1,:360_6,3.65
1,:360_7,5.58
1,:360_8,13.89
1,:368_0,3.65
1,:39_0,8.375
1,:39_2,5.145
1,:434_0,13.33
1,:434_1,13.89
1,:434_11,3.65
1,:434_12,3.65
1,:434_13,8.94
1,:434_14,3.65
1,:434_3,3.65
1,:434_4,13.89
1,:434_6,8.94
1,:434_7,3.65
1,:434_8,6.03
1,:434_9,13.89
1,:550_0,8.305
1,:550_2,4.985
1,:554_0,3.65
1,:556_0,3.65
1,:558_0,13.89
1,:558_1,13.89
1,:558_11,3.65
1,:558_12,3.65
1,:558_13,8.81
1,:558_14,3.65
1,:558_3,3.65
1,:558_4,13.89
1,:558_6,8.81
1,:558_7,3.65
1,:558_8,5.72
1,:558_9,13.89
1,:55_0,13.89
1,:55_1,13.89
1,:55_11,3.65
1,:55_12,3.65
1,:55_13,8.35
1,:55_14,3.65
1,:55_15,3.65
1,:55_3,3.65
1,:55_4,13.89
1,:55_6,8.35
1,:55_7,3.65
1,:55_8,5.55
1,:55_9,13.89
1,:573_0,3.65
1,:577_0,3.65
1,:58_0,10.46
1,:58_1,8.83
1,:58_10,3.65
1,:58_11,3.65
1,:58_12,12.5
1,:58_13,3.65
1,:58_2,3.65
1,:58_3,5.79
1,:58_4,13.89
1,:58_6,3.65
1,:58_7,13.89
1,:58_9,12.5
1,:591_0,3.65
1,:60_0,5.78
1,:60_1,13.89
1,:60_10,5.6
1,:60_11,13.89
1,:60_13,10.55
1,:60_14,3.65
1,:60_15,8.24
1,:60_16,13.89
1,:60_18,8.83
1,:60_19,3.65
1,:60_20,3.65
1,:60_21,8.81
1,:60_22,3.65
1,:60_23,10.55
1,:60_24,3.65
1,:60_25,8.83
1,:60_26,3.65
1,:60_3,13.89
1,:60_4,3.65
1,:60_5,13.89
1,:60_7,13.89
1,:60_8,8.81
1,:60_9,3.65
1,:66_0,9.68
1,:66_1,13.89
1,:66_10,5.53
1,:66_11,13.89
1,:66_13,8.71
1,:66_14,3.65
1,:66_15,5.98
1,:66_16,12.04
1,:66_18,11.76
1,:66_19,3.65
1,:66_20,13.89
1,:66_21,3.65
1,:66_22,8.3
1,:66_23,3.65
1,:66_24,8.71
1,:66_25,3.65
1,:66_26,11.76
1,:66_27,3.65
1,:66_3,13.89
1,:66_4,3.65
1,:66_5,13.89
1,:66_7,13.38
1,:66_8,8.3
1,:66_9,3.65
1,:6_0,10.46
1,:6_1,8.93
1,:6_10,3.65
1,:6_11,3.65
1,:6_12,3.65
1,:6_13,12.54
1,:6_14,3.65
1,:6_2,3.65
1,:6_3,6.02
1,:6_4,13.89
1,:6_6,3.65
1,:6_7,13.89
1,:6_9,12.54
1,:703_0,3.65
1,:713_0,3.65
1,:715_0,3.65
1,:719_0,3.65
1,:725_0,3.65
1,:727_0,3.65
1,:735_0,3.65
1,:739_0,3.65
1,:759_0,3.65
1,:80_0,8.870000000000001
1,:80_2,3.65
1,:80_3,5.285
1,:80_5,3.65
1,:80_6,3.65
1,:80_7,3.65
1,:867_0,3.65
1,:883_0,3.65
1,:8_0,9.79
1,:8_1,13.89
1,:8_10,3.65
1,:8_11,3.65
1,:8_12,8.94
1,:8_13,3.65
1,:8_3,3.65
1,:8_4,13.89
1,:8_6,8.94
1,:8_7,3.65
1,:8_8,6.03
1,:8_9,11.94
1,:988_0,3.65
2,-11,13.89
2,-15,13.89
2,-197,13.89
2,-205,13.89
2,-223,13.89
2,-23,13.89
2,-25,13.89
2,-26,13.89
2,-3,13.89
2,-30,13.89
2,-341,13.89
2,-342,13.89
2,-343,13.89
2,-345,13.89
2,-347,13.89
2,-351,13.89
2,-36,13.89
2,-361,13.89
2,-369,13.89
2,-40,13.89
2,-435,13.89
2,-543,13.89
2,-551,13.89
2,-555,6.945
2,-557,13.89
2,-559,13.89
2,-56,13.89
2,-560,13.89
2,-57,13.89
2,-574,13.89
2,-578,13.89
2,-59,13.89
2,-592,13.89
2,-61,13.89
2,-67,13.89
2,-7,13.89
2,-704,13.89
2,-714,13.89
2,-716,13.89
2,-720,13.89
2,-722,13.89
2,-726,13.89
2,-728,13.89
2,-736,13.89
2,-740,13.89
2,-760,13.89
2,-81,13.89
2,-868,13.89
2,-884,13.89
2,-885,13.89
2,-9,13.89
2,-989,13.89
2,11,13.89
2,15,13.89
2,197,8.047816750481726
2,205,13.89
2,223,13.89
2,23,13.89
2,25,13.89
2,26,13.89
2,3,13.89
2,30,13.89
2,341,6.945
2,342,13.89
2,343,13.89
2,345,13.89
2,347,13.89
2,351,13.89
2,36,13.89
2,361,13.89
2,369,13.89
2,40,13.89
2,435,13.89
2,543,13.89
2,551,13.89
2,555,13.89
2,557,13.89
2,559,13.89
2,56,13.89
2,560,13.89
2,57,13.89
2,574,13.89
2,578,13.89
2,59,13.89
2,592,13.89
2,61,13.89
2,67,13.89
2,7,13.89
2,704,13.89
2,714,13.89
2,716,13.89
2,720,13.89
2,722,13.89
2,726,13.89
2,728,13.89
2,736,13.89
2,740,13.89
2,760,13.89
2,81,13.89
2,868,13.89
2,884,13.89
2,885,13.89
2,9,13.89
2,989,13.89
2,:10_0,11.22
2,:10_1,13.89
2,:10_10,6.42
2,:10_11,13.89
2,:10_13,8.9
2,:10_14,3.65
2,:10_15,5.96
2,:10_16,13.89
2,:10_18,13.17
2,:10_19,3.65
2,:10_20,9.24
2,:10_21,3.65
2,:10_22,8.9
2,:10_23,3.65
2,:10_3,9.24
2,:10_4,3.65
2,:10_5,6.48
2,:10_6,13.89
2,:10_8,9.19
2,:10_9,3.65
2,:14_0,13.89
2,:14_10,3.65
2,:14_11,8.99
2,:14_12,3.65
2,:14_13,3.65
2,:14_14,3.65
2,:14_2,8.99
2,:14_3,3.65
2,:14_4,6.12
2,:14_5,12.65
2,:14_6,3.65
2,:14_7,10.56
2,:14_8,13.89
2,:18_0,10.54
2,:18_1,13.89
2,:18_10,13.89
2,:18_12,8.81
2,:18_13,3.65
2,:18_14,5.63
2,:18_15,13.89
2,:18_17,12.53
2,:18_18,3.65
2,:18_19,11.44
2,:18_20,3.65
2,:18_21,8.81
2,:18_22,3.65
2,:18_3,11.44
2,:18_4,3.65
2,:18_5,9.24
2,:18_6,13.89
2,:18_7,9.29
2,:18_8,3.65
2,:18_9,6.54
2,:196_0,13.89
2,:196_1,13.89
2,:196_10,9.33
2,:196_11,13.89
2,:196_13,8.88
2,:196_14,3.65
2,:196_15,5.92
2,:196_16,13.89
2,:196_18,13.89
2,:196_19,3.65
2,:196_20,8.3
2,:196_21,3.65
2,:196_22,11.42
2,:196_23,3.65
2,:196_24,8.88
2,:196_25,3.65
2,:196_26,13.89
2,:196_27,3.65
2,:196_3,8.3
2,:196_4,3.65
2,:196_5,5.53
2,:196_6,13.89
2,:196_8,11.42
2,:196_9,3.65
2,:1_0,5.98
2,:1_1,13.89
2,:1_10,8.14
2,:1_11,13.89
2,:1_13,9.86
2,:1_14,3.65
2,:1_15,7.34
2,:1_16,13.89
2,:1_18,8.91
2,:1_19,3.65
2,:1_20,9.49
2,:1_21,3.65
2,:1_22,10.52
2,:1_23,3.65
2,:1_24,9.86
2,:1_25,3.65
2,:1_26,8.91
2,:1_27,3.65
2,:1_3,9.49
2,:1_4,3.65
2,:1_5,6.84
2,:1_6,13.89
2,:1_8,10.52
2,:1_9,3.65
2,:204_0,8.07
2,:204_1,13.89
2,:204_10,3.65
2,:204_11,3.65
2,:204_12,9.29
2,:204_13,3.65
2,:204_3,3.65
2,:204_4,13.89
2,:204_6,9.29
2,:204_7,3.65
2,:204_8,6.53
2,:204_9,10.53
2,:222_0,13.89
2,:222_10,3.65
2,:222_11,10.91
2,:222_12,3.65
2,:222_13,3.65
2,:222_2,10.91
2,:222_3,3.65
2,:222_4,8.63
2,:222_5,8.9
2,:222_6,3.65
2,:222_7,5.96
2,:222_8,13.89
2,:22_0,8.72
2,:22_1,8.92
2,:22_10,3.65
2,:22_11,3.65
2,:22_12,10.99
2,:22_13,3.65
2,:22_2,3.65
2,:22_3,6.0
2,:22_4,13.89
2,:22_6,3.65
2,:22_7,13.89
2,:22_9,10.99
2,:24_0,8.684999999999999
2,:24_2,3.65
2,:24_3,5.1899999999999995
2,:24_5,3.65
2,:24_6,3.65
2,:24_7,3.65
2,:29_0,11.82
2,:29_2,3.65
2,:29_3,11.205
2,:29_5,3.65
2,:29_6,3.65
2,:29_7,3.65
2,:2_0,13.89
2,:2_2,3.65
2,:2_3,13.89
2,:2_5,3.65
2,:2_6,3.65
2,:2_7,3.65
2,:340_0,13.89
2,:340_10,3.65
2,:340_11,8.81
2,:340_12,3.65
2,:340_13,3.65
2,:340_2,8.81
2,:340_3,3.65
2,:340_4,5.62
2,:340_5,9.06
2,:340_6,3.65
2,:340_7,6.14
2,:340_8,13.47
2,:344_0,8.55
2,:344_1,13.89
2,:344_10,6.49
2,:344_11,13.89
2,:344_13,9.06
2,:344_14,3.65
2,:344_15,6.23
2,:344_16,13.89
2,:344_18,10.84
2,:344_19,3.65
2,:344_20,9.15
2,:344_21,3.65
2,:344_22,9.24
2,:344_23,3.65
2,:344_24,9.06
2,:344_25,3.65
2,:344_26,10.84
2,:344_27,3.65
2,:344_3,9.15
2,:344_4,3.65
2,:344_5,6.35
2,:344_6,13.89
2,:344_8,9.24
2,:344_9,3.65
2,:346_0,13.89
2,:346_10,3.65
2,:346_11,8.99
2,:346_12,3.65
2,:346_13,3.65
2,:346_2,8.99
2,:346_3,3.65
2,:346_4,6.12
2,:346_5,11.07
2,:346_6,3.65
2,:346_7,8.79
2,:346_8,13.89
2,:350_0,13.89
2,:350_10,3.65
2,:350_11,9.72
2,:350_12,3.65
2,:350_13,3.65
2,:350_2,9.72
2,:350_3,3.65
2,:350_4,7.18
2,:350_5,8.81
2,:350_6,3.65
2,:350_7,5.63
2,:350_8,13.89
2,:35_0,5.66
2,:35_1,13.89
2,:35_10,3.65
2,:35_11,3.65
2,:35_12,9.61
2,:35_13,3.65
2,:35_14,3.65
2,:35_3,3.65
2,:35_4,13.89
2,:35_6,9.61
2,:35_7,3.65
2,:35_8,7.02
2,:35_9,8.8
2,:360_0,13.89
2,:360_10,3.65
2,:360_11,9.52
2,:360_12,3.65
2,:360_13,3.65
2,:360_2,9.52
2,:360_3,3.65
2,:360_4,6.88
2,:360_5,8.82
2,:360_6,3.65
2,:360_7,5.58
2,:360_8,13.89
2,:368_0,3.65
2,:39_0,8.375
2,:39_2,5.145
2,:434_0,13.33
2,:434_1,13.89
2,:434_11,3.65
2,:434_12,3.65
2,:434_13,8.94
2,:434_14,3.65
2,:434_3,3.65
2,:434_4,13.89
2,:434_6,8.94
2,:434_7,3.65
2,:434_8,6.03
2,:434_9,13.89
2,:550_0,8.305
2,:550_2,4.985
2,:554_0,3.65
2,:556_0,3.65
2,:558_0,13.89
2,:558_1,13.89
2,:558_11,3.65
2,:558_12,3.65
2,:558_13,8.81
2,:558_14,3.65
2,:558_3,3.65
2,:558_4,13.89
2,:558_6,8.81
2,:558_7,3.65
2,:558_8,5.72
2,:558_9,13.89
2,:55_0,13.89
2,:55_1,13.89
2,:55_11,3.65
2,:55_12,3.65
2,:55_13,8.35
2,:55_14,3.65
2,:55_15,3.65
2,:55_3,3.65
2,:55_4,13.89
2,:55_6,8.35
2,:55_7,3.65
2,:55_8,5.55
2,:55_9,13.89
2,:573_0,3.65
2,:577_0,3.65
2,:58_0,10.46
2,:58_1,8.83
2,:58_10,3.65
2,:58_11,3.65
2,:58_12,12.5
2,:58_13,3.65
2,:58_2,3.65
2,:58_3,5.79
2,:58_4,13.89
2,:58_6,3.65
2,:58_7,13.89
2,:58_9,12.5
2,:591_0,3.65
2,:60_0,5.78
2,:60_1,13.89
2,:60_10,5.6
2,:60_11,13.89
2,:60_13,10.55
2,:60_14,3.65
2,:60_15,8.24
2,:60_16,13.89
2,:60_18,8.83
2,:60_19,3.65
2,:60_20,3.65
2,:60_21,8.81
2,:60_22,3.65
2,:60_23,10.55
2,:60_24,3.65
2,:60_25,8.83
2,:60_26,3.65
2,:60_3,13.89
2,:60_4,3.65
2,:60_5,13.89
2,:60_7,13.89
2,:60_8,8.81
2,:60_9,3.65
2,:66_0,9.68
2,:66_1,13.89
2,:66_10,5.53
2,:66_11,13.89
2,:66_13,8.71
2,:66_14,3.65
2,:66_15,5.98
2,:66_16,12.04
2,:66_18,11.76
2,:66_19,3.65
2,:66_20,13.89
2,:66_21,3.65
2,:66_22,8.3
2,:66_23,3.65
2,:66_24,8.71
2,:66_25,3.65
2,:66_26,11.76
2,:66_27,3.65
2,:66_3,13.89
2,:66_4,3.65
2,:66_5,13.89
2,:66_7,13.38
2,:66_8,8.3
2,:66_9,3.65
2,:6_0,10.46
2,:6_1,8.93
2,:6_10,3.65
2,:6_11,3.65
2,:6_12,3.65
2,:6_13,12.54
2,:6_14,3.65
2,:6_2,3.65
2,:6_3,6.02
2,:6_4,13.89
2,:6_6,3.65
2,:6_7,13.89
2,:6_9,12.54
2,:703_0,3.65
2,:713_0,3.65
2,:715_0,3.65
2,:719_0,3.65
2,:725_0,3.65
2,:727_0,3.65
2,:735_0,3.65
2,:739_0,3.65
2,:759_0,3.65
2,:80_0,8.870000000000001
2,:80_2,3.65
2,:80_3,5.285
2,:80_5,3.65
2,:80_6,3.65
2,:80_7,3.65
2,:867_0,3.65
2,:883_0,3.65
2,:8_0,9.79
2,:8_1,13.89
2,:8_10,3.65
2,:8_11,3.65
2,:8_12,8.94
2,:8_13,3.65
2,:8_3,3.65
2,:8_4,13.89
2,:8_6,8.94
2,:8_7,3.65
2,:8_8,6.03
2,:8_9,11.94
2,:988_0,3.65
3,-11,13.89
3,-15,13.89
3,-197,13.89
3,-205,13.89
3,-223,13.89
3,-23,13.89
3,-25,13.89
3,-26,13.89
3,-3,13.89
3,-30,13.89
3,-341,13.89
3,-342,13.89
3,-343,13.89
3,-345,13.89
3,-347,13.89
3,-351,13.89
3,-36,13.89
3,-361,13.89
3,-369,13.89
3,-40,13.89
3,-435,13.89
3,-543,13.89
3,-551,13.89
3,-555,7.934155290508643
3,-557,13.89
3,-559,13.89
3,-56,13.89
3,-560,13.89
3,-57,13.89
3,-574,13.89
3,-578,13.89
3,-59,13.89
3,-592,13.89
3,-61,13.89
3,-67,13.89
3,-7,6.945
3,-704,13.89
3,-714,13.89
3,-716,13.89
3,-720,13.89
3,-722,13.89
3,-726,13.89
3,-728,13.89
3,-736,13.89
3,-740,13.89
3,-760,13.89
3,-81,13.89
3,-868,13.89
3,-884,13.89
3,-885,13.89
3,-9,13.89
3,-989,13.89
3,11,13.89
3,15,13.89
3,197,9.19881774661364
3,205,13.89
3,223,13.89
3,23,13.89
3,25,13.89
3,26,13.89
3,3,13.89
3,30,13.89
3,341,8.198720520529896
3,342,13.89
3,343,13.89
3,345,13.89
3,347,13.89
3,351,13.89
3,36,13.89
3,361,13.89
3,369,13.89
3,40,13.89
3,435,13.89
3,543,13.89
3,551,13.89
3,555,13.89
3,557,13.89
3,559,13.89
3,56,13.89
3,560,6.945
3,57,13.89
3,574,13.89
3,578,13.89
3,59,13.89
3,592,13.89
3,61,13.89
3,67,13.89
3,7,13.89
3,704,13.89
3,714,13.89
3,716,13.89
3,720,13.89
3,722,13.89
3,726,13.89
3,728,13.89
3,736,13.89
3,740,13.89
3,760,13.89
3,81,13.89
3,868,13.89
3,884,13.89
3,885,13.89
3,9,13.89
3,989,13.89
3,:10_0,11.22
3,:10_1,13.89
3,:10_10,6.42
3,:10_11,13.89
3,:10_13,8.9
3,:10_14,3.65
3,:10_15,5.96
3,:10_16,13.89
3,:10_18,13.17
3,:10_19,3.65
3,:10_20,9.24
3,:10_21,3.65
3,:10_22,8.9
3,:10_23,3.65
3,:10_3,9.24
3,:10_4,3.65
3,:10_5,6.48
3,:10_6,13.89
3,:10_8,9.19
3,:10_9,3.65
3,:14_0,13.89
3,:14_10,3.65
3,:14_11,8.99
3,:14_12,3.65
3,:14_13,3.65
3,:14_14,3.65
3,:14_2,8.99
3,:14_3,3.65
3,:14_4,6.12
3,:14_5,12.65
3,:14_6,3.65
3,:14_7,10.56
3,:14_8,13.89
3,:18_0,10.54
3,:18_1,13.89
3,:18_10,13.89
3,:18_12,8.81
3,:18_13,3.65
3,:18_14,5.63
3,:18_15,13.89
3,:18_17,12.53
3,:18_18,3.65
3,:18_19,11.44
3,:18_20,3.65
3,:18_21,8.81
3,:18_22,3.65
3,:18_3,11.44
3,:18_4,3.65
3,:18_5,9.24
3,:18_6,13.89
3,:18_7,9.29
3,:18_8,3.65
3,:18_9,6.54
3,:196_0,13.89
3,:196_1,13.89
3,:196_10,9.33
3,:196_11,13.89
3,:196_13,8.88
3,:196_14,3.65
3,:196_15,5.92
3,:196_16,13.89
3,:196_18,13.89
3,:196_19,3.65
3,:196_20,8.3
3,:196_21,3.65
3,:196_22,11.42
3,:196_23,3.65
3,:196_24,8.88
3,:196_25,3.65
3,:196_26,13.89
3,:196_27,3.65
3,:196_3,8.3
3,:196_4,3.65
3,:196_5,5.53
3,:196_6,13.89
3,:196_8,11.42
3,:196_9,3.65
3,:1_0,5.98
3,:1_1,13.89
3,:1_10,8.14
3,:1_11,13.89
3,:1_13,9.86
3,:1_14,3.65
3,:1_15,7.34
3,:1_16,13.89
3,:1_18,8.91
3,:1_19,3.65
3,:1_20,9.49
3,:1_21,3.65
3,:1_22,10.52
3,:1_23,3.65
3,:1_24,9.86
3,:1_25,3.65
3,:1_26,8.91
3,:1_27,3.65
3,:1_3,9.49
3,:1_4,3.65
3,:1_5,6.84
3,:1_6,13.89
3,:1_8,10.52
3,:1_9,3.65
3,:204_0,8.07
3,:204_1,13.89
3,:204_10,3.65
3,:204_11,3.65
3,:204_12,9.29
3,:204_13,3.65
3,:204_3,3.65
3,:204_4,13.89
3,:204_6,9.29
3,:204_7,3.65
3,:204_8,6.53
3,:204_9,10.53
3,:222_0,13.89
3,:222_10,3.65
3,:222_11,10.91
3,:222_12,3.65
3,:222_13,3.65
3,:222_2,10.91
3,:222_3,3.65
3,:222_4,8.63
3,:222_5,8.9
3,:222_6,3.65
3,:222_7,5.96
3,:222_8,13.89
3,:22_0,8.72
3,:22_1,8.92
3,:22_10,3.65
3,:22_11,3.65
3,:22_12,10.99
3,:22_13,3.65
3,:22_2,3.65
3,:22_3,6.0
3,:22_4,13.89
3,:22_6,3.65
3,:22_7,13.89
3,:22_9,10.99
3,:24_0,8.684999999999999
3,:24_2,3.65
3,:24_3,5.1899999999999995
3,:24_5,3.65
3,:24_6,3.65
3,:24_7,3.65
3,:29_0,11.82
3,:29_2,3.65
3,:29_3,11.205
3,:29_5,3.65
3,:29_6,3.65
3,:29_7,3.65
3,:2_0,13.89
3,:2_2,3.65
3,:2_3,13.89
3,:2_5,3.65
3,:2_6,3.65
3,:2_7,3.65
3,:340_0,13.89
3,:340_10,3.65
3,:340_11,8.81
3,:340_12,3.65
3,:340_13,3.65
3,:340_2,8.81
3,:340_3,3.65
3,:340_4,5.62
3,:340_5,9.06
3,:340_6,3.65
3,:340_7,6.14
3,:340_8,13.47
3,:344_0,8.55
3,:344_1,13.89
3,:344_10,6.49
3,:344_11,13.89
3,:344_13,9.06
3,:344_14,3.65
3,:344_15,6.23
3,:344_16,13.89
3,:344_18,10.84
3,:344_19,3.65
3,:344_20,9.15
3,:344_21,3.65
3,:344_22,9.24
3,:344_23,3.65
3,:344_24,9.06
3,:344_25,3.65
3,:344_26,10.84
3,:344_27,3.65
3,:344_3,9.15
3,:344_4,3.65
3,:344_5,6.35
3,:344_6,13.89
3,:344_8,9.24
3,:344_9,3.65
3,:346_0,13.89
3,:346_10,3.65
3,:346_11,8.99
3,:346_12,3.65
3,:346_13,3.65
3,:346_2,8.99
3,:346_3,3.65
3,:346_4,6.12
3,:346_5,11.07
3,:346_6,3.65
3,:346_7,8.79
3,:346_8,13.89
3,:350_0,13.89
3,:350_10,3.65
3,:350_11,9.72
3,:350_12,3.65
3,:350_13,3.65
3,:350_2,9.72
3,:350_3,3.65
3,:350_4,7.18
3,:350_5,8.81
3,:350_6,3.65
3,:350_7,5.63
3,:350_8,13.89
3,:35_0,5.66
3,:35_1,13.89
3,:35_10,3.65
3,:35_11,3.65
3,:35_12,9.61
3,:35_13,3.65
3,:35_14,3.65
3,:35_3,3.65
3,:35_4,13.89
3,:35_6,9.61
3,:35_7,3.65
3,:35_8,7.02
3,:35_9,8.8
3,:360_0,13.89
3,:360_10,3.65
3,:360_11,9.52
3,:360_12,3.65
3,:360_13,3.65
3,:360_2,9.52
3,:360_3,3.65
3,:360_4,6.88
3,:360_5,8.82
3,:360_6,3.65
3,:360_7,5.58
3,:360_8,13.89
3,:368_0,3.65
3,:39_0,8.375
3,:39_2,5.145
3,:434_0,13.33
3,:434_1,13.89
3,:434_11,3.65
3,:434_12,3.65
